date,date_lab,Year,Month,who_region,who_region_long,country,Hemisphere,iso3,cases,confirmed_cases,severe_cases,deaths,cfr,prop_sev,cfr_ci_lower,cfr_ci_upper,prop_sev_ci_lower,prop_sev_ci_upper
12/1/2017,17-Dec,2017,December,AMR,Region of the Americas,Antigua and Barbuda,Northern,ATG,0,0,0,0,,,0,1,0,1
11/1/2017,17-Nov,2017,November,AMR,Region of the Americas,Antigua and Barbuda,Northern,ATG,0,0,0,0,,,0,1,0,1
10/1/2017,17-Oct,2017,October,AMR,Region of the Americas,Antigua and Barbuda,Northern,ATG,0,0,0,0,,,0,1,0,1
9/1/2017,17-Sep,2017,September,AMR,Region of the Americas,Antigua and Barbuda,Northern,ATG,0,0,0,0,,,0,1,0,1
8/1/2017,17-Aug,2017,August,AMR,Region of the Americas,Antigua and Barbuda,Northern,ATG,0,0,0,0,,,0,1,0,1
7/1/2017,17-Jul,2017,July,AMR,Region of the Americas,Antigua and Barbuda,Northern,ATG,0,0,0,0,,,0,1,0,1
6/1/2017,17-Jun,2017,June,AMR,Region of the Americas,Antigua and Barbuda,Northern,ATG,0,0,0,0,,,0,1,0,1
5/1/2017,17-May,2017,May,AMR,Region of the Americas,Antigua and Barbuda,Northern,ATG,0,0,0,0,,,0,1,0,1
4/1/2017,17-Apr,2017,April,AMR,Region of the Americas,Antigua and Barbuda,Northern,ATG,0,0,0,0,,,0,1,0,1
3/1/2017,17-Mar,2017,March,AMR,Region of the Americas,Antigua and Barbuda,Northern,ATG,0,0,0,0,,,0,1,0,1
2/1/2017,17-Feb,2017,February,AMR,Region of the Americas,Antigua and Barbuda,Northern,ATG,1,0,0,0,0,0,0,0.975,0,0.975
1/1/2017,17-Jan,2017,January,AMR,Region of the Americas,Antigua and Barbuda,Northern,ATG,,,,,,,,,,
12/1/2016,16-Dec,2016,December,AMR,Region of the Americas,Antigua and Barbuda,Northern,ATG,6,0,0,0,0,0,0,0.459258126,0,0.459258126
11/1/2016,16-Nov,2016,November,AMR,Region of the Americas,Antigua and Barbuda,Northern,ATG,60,0,0,0,0,0,0,0.059629492,0,0.059629492
9/1/2016,16-Sep,2016,September,AMR,Region of the Americas,Antigua and Barbuda,Northern,ATG,0,0,0,0,,,0,1,0,1
7/1/2016,16-Jul,2016,July,AMR,Region of the Americas,Antigua and Barbuda,Northern,ATG,16,0,0,0,0,0,0,0.205907214,0,0.205907214
6/1/2016,16-Jun,2016,June,AMR,Region of the Americas,Antigua and Barbuda,Northern,ATG,6,0,0,0,0,0,0,0.459258126,0,0.459258126
5/1/2016,16-May,2016,May,AMR,Region of the Americas,Antigua and Barbuda,Northern,ATG,6,1,0,0,0,0,0,0.459258126,0,0.459258126
4/1/2016,16-Apr,2016,April,AMR,Region of the Americas,Antigua and Barbuda,Northern,ATG,7,0,0,0,0,0,0,0.409616397,0,0.409616397
1/1/2016,16-Jan,2016,January,AMR,Region of the Americas,Antigua and Barbuda,Northern,ATG,2,2,0,0,0,0,0,0.841886117,0,0.841886117
12/1/2015,15-Dec,2015,December,AMR,Region of the Americas,Antigua and Barbuda,Northern,ATG,-2,8,0,0,,,,,,
7/1/2015,15-Jul,2015,July,AMR,Region of the Americas,Antigua and Barbuda,Northern,ATG,2,0,0,0,0,0,0,0.841886117,0,0.841886117
5/1/2015,15-May,2015,May,AMR,Region of the Americas,Antigua and Barbuda,Northern,ATG,14,6,0,0,0,0,0,0.231635762,0,0.231635762
1/1/2015,15-Jan,2015,January,AMR,Region of the Americas,Antigua and Barbuda,Northern,ATG,0,0,0,0,,,0,1,0,1
12/1/2014,14-Dec,2014,December,AMR,Region of the Americas,Antigua and Barbuda,Northern,ATG,0,0,0,0,,,0,1,0,1
11/1/2014,14-Nov,2014,November,AMR,Region of the Americas,Antigua and Barbuda,Northern,ATG,0,0,0,0,,,0,1,0,1
10/1/2014,14-Oct,2014,October,AMR,Region of the Americas,Antigua and Barbuda,Northern,ATG,1,11,0,0,0,0,0,0.975,0,0.975
9/1/2014,14-Sep,2014,September,AMR,Region of the Americas,Antigua and Barbuda,Northern,ATG,0,0,0,0,,,0,1,0,1
8/1/2014,14-Aug,2014,August,AMR,Region of the Americas,Antigua and Barbuda,Northern,ATG,0,0,0,0,,,0,1,0,1
7/1/2014,14-Jul,2014,July,AMR,Region of the Americas,Antigua and Barbuda,Northern,ATG,36,6,0,0,0,0,0,0.097393756,0,0.097393756
6/1/2014,14-Jun,2014,June,AMR,Region of the Americas,Antigua and Barbuda,Northern,ATG,,,,,,,,,,
5/1/2014,14-May,2014,May,AMR,Region of the Americas,Antigua and Barbuda,Northern,ATG,,,,,,,,,,
4/1/2014,14-Apr,2014,April,AMR,Region of the Americas,Antigua and Barbuda,Northern,ATG,,,,,,,,,,
3/1/2014,14-Mar,2014,March,AMR,Region of the Americas,Antigua and Barbuda,Northern,ATG,,,,,,,,,,
2/1/2014,14-Feb,2014,February,AMR,Region of the Americas,Antigua and Barbuda,Northern,ATG,,,,,,,,,,
1/1/2014,14-Jan,2014,January,AMR,Region of the Americas,Antigua and Barbuda,Northern,ATG,,,,,,,,,,
11/1/2024,Nov-24,2024,November,EUR,European Region,Armenia,Northern,ARM,0,,,,,,,,,
10/1/2024,24-Oct,2024,October,EUR,European Region,Armenia,Northern,ARM,0,,,,,,,,,
9/1/2024,24-Sep,2024,September,EUR,European Region,Armenia,Northern,ARM,0,,,,,,,,,
8/1/2024,24-Aug,2024,August,EUR,European Region,Armenia,Northern,ARM,0,,,,,,,,,
7/1/2024,24-Jul,2024,July,EUR,European Region,Armenia,Northern,ARM,0,,,,,,,,,
6/1/2024,24-Jun,2024,June,EUR,European Region,Armenia,Northern,ARM,0,,,,,,,,,
5/1/2024,24-May,2024,May,EUR,European Region,Armenia,Northern,ARM,0,,,,,,,,,
4/1/2024,24-Apr,2024,April,EUR,European Region,Armenia,Northern,ARM,0,,,,,,,,,
3/1/2024,24-Mar,2024,March,EUR,European Region,Armenia,Northern,ARM,0,,,,,,,,,
2/1/2024,24-Feb,2024,February,EUR,European Region,Armenia,Northern,ARM,0,,,,,,,,,
1/1/2024,24-Jan,2024,January,EUR,European Region,Armenia,Northern,ARM,0,,,,,,,,,
11/1/2024,Nov-24,2024,November,AMR,Region of the Americas,Aruba,Northern,ABW,,,,,,,,,,
10/1/2024,24-Oct,2024,October,AMR,Region of the Americas,Aruba,Northern,ABW,,,,,,,,,,
9/1/2024,24-Sep,2024,September,AMR,Region of the Americas,Aruba,Northern,ABW,,,,,,,,,,
8/1/2024,24-Aug,2024,August,AMR,Region of the Americas,Aruba,Northern,ABW,0,0,0,0,,,0,1,0,1
7/1/2024,24-Jul,2024,July,AMR,Region of the Americas,Aruba,Northern,ABW,24,0,0,0,0,0,0,0.142473598,0,0.142473598
6/1/2024,24-Jun,2024,June,AMR,Region of the Americas,Aruba,Northern,ABW,,,,,,,,,,
5/1/2024,24-May,2024,May,AMR,Region of the Americas,Aruba,Northern,ABW,41,4,0,0,0,0,0,0.086043836,0,0.086043836
4/1/2024,24-Apr,2024,April,AMR,Region of the Americas,Aruba,Northern,ABW,,,,,,,,,,
3/1/2024,24-Mar,2024,March,AMR,Region of the Americas,Aruba,Northern,ABW,7,1,0,0,0,0,0,0.409616397,0,0.409616397
2/1/2024,24-Feb,2024,February,AMR,Region of the Americas,Aruba,Northern,ABW,6,2,0,0,0,0,0,0.459258126,0,0.459258126
1/1/2024,24-Jan,2024,January,AMR,Region of the Americas,Aruba,Northern,ABW,3,0,0,0,0,0,0,0.707598226,0,0.707598226
12/1/2023,23-Dec,2023,December,AMR,Region of the Americas,Aruba,Northern,ABW,,,,,,,,,,
11/1/2023,23-Nov,2023,November,AMR,Region of the Americas,Aruba,Northern,ABW,1,1,0,0,0,0,0,0.975,0,0.975
10/1/2023,23-Oct,2023,October,AMR,Region of the Americas,Aruba,Northern,ABW,8,1,0,0,0,0,0,0.369416648,0,0.369416648
9/1/2023,23-Sep,2023,September,AMR,Region of the Americas,Aruba,Northern,ABW,3,1,0,0,0,0,0,0.707598226,0,0.707598226
8/1/2023,23-Aug,2023,August,AMR,Region of the Americas,Aruba,Northern,ABW,1,1,0,0,0,0,0,0.975,0,0.975
7/1/2023,23-Jul,2023,July,AMR,Region of the Americas,Aruba,Northern,ABW,,,,,,,,,,
6/1/2023,23-Jun,2023,June,AMR,Region of the Americas,Aruba,Northern,ABW,1,1,0,0,0,0,0,0.975,0,0.975
5/1/2023,23-May,2023,May,AMR,Region of the Americas,Aruba,Northern,ABW,,,,,,,,,,
4/1/2023,23-Apr,2023,April,AMR,Region of the Americas,Aruba,Northern,ABW,1,1,0,0,0,0,0,0.975,0,0.975
3/1/2023,23-Mar,2023,March,AMR,Region of the Americas,Aruba,Northern,ABW,1,1,0,0,0,0,0,0.975,0,0.975
2/1/2023,23-Feb,2023,February,AMR,Region of the Americas,Aruba,Northern,ABW,6,6,0,0,0,0,0,0.459258126,0,0.459258126
1/1/2023,23-Jan,2023,January,AMR,Region of the Americas,Aruba,Northern,ABW,,,,,,,,,,
12/1/2022,22-Dec,2022,December,AMR,Region of the Americas,Aruba,Northern,ABW,0,0,0,0,,,0,1,0,1
11/1/2022,22-Nov,2022,November,AMR,Region of the Americas,Aruba,Northern,ABW,2,0,0,0,0,0,0,0.841886117,0,0.841886117
10/1/2022,22-Oct,2022,October,AMR,Region of the Americas,Aruba,Northern,ABW,3,0,0,0,0,0,0,0.707598226,0,0.707598226
9/1/2022,22-Sep,2022,September,AMR,Region of the Americas,Aruba,Northern,ABW,0,0,0,0,,,0,1,0,1
8/1/2022,22-Aug,2022,August,AMR,Region of the Americas,Aruba,Northern,ABW,0,0,0,0,,,0,1,0,1
7/1/2022,22-Jul,2022,July,AMR,Region of the Americas,Aruba,Northern,ABW,0,0,0,0,,,0,1,0,1
6/1/2022,22-Jun,2022,June,AMR,Region of the Americas,Aruba,Northern,ABW,0,0,0,0,,,0,1,0,1
5/1/2022,22-May,2022,May,AMR,Region of the Americas,Aruba,Northern,ABW,4,0,0,0,0,0,0,0.602364636,0,0.602364636
4/1/2022,22-Apr,2022,April,AMR,Region of the Americas,Aruba,Northern,ABW,1,2,0,0,0,0,0,0.975,0,0.975
3/1/2022,22-Mar,2022,March,AMR,Region of the Americas,Aruba,Northern,ABW,,,,,,,,,,
2/1/2022,22-Feb,2022,February,AMR,Region of the Americas,Aruba,Northern,ABW,1,0,0,0,0,0,0,0.975,0,0.975
1/1/2022,22-Jan,2022,January,AMR,Region of the Americas,Aruba,Northern,ABW,,,,,,,,,,
12/1/2021,21-Dec,2021,December,AMR,Region of the Americas,Aruba,Northern,ABW,,,,,,,,,,
11/1/2021,21-Nov,2021,November,AMR,Region of the Americas,Aruba,Northern,ABW,0,0,0,0,,,0,1,0,1
10/1/2021,21-Oct,2021,October,AMR,Region of the Americas,Aruba,Northern,ABW,0,0,0,0,,,0,1,0,1
9/1/2021,21-Sep,2021,September,AMR,Region of the Americas,Aruba,Northern,ABW,0,0,0,0,,,0,1,0,1
8/1/2021,21-Aug,2021,August,AMR,Region of the Americas,Aruba,Northern,ABW,0,1,0,0,,,0,1,0,1
7/1/2021,21-Jul,2021,July,AMR,Region of the Americas,Aruba,Northern,ABW,0,0,0,0,,,0,1,0,1
6/1/2021,21-Jun,2021,June,AMR,Region of the Americas,Aruba,Northern,ABW,0,0,0,0,,,0,1,0,1
5/1/2021,21-May,2021,May,AMR,Region of the Americas,Aruba,Northern,ABW,0,0,0,0,,,0,1,0,1
4/1/2021,21-Apr,2021,April,AMR,Region of the Americas,Aruba,Northern,ABW,0,0,0,0,,,0,1,0,1
3/1/2021,21-Mar,2021,March,AMR,Region of the Americas,Aruba,Northern,ABW,1,1,0,0,0,0,0,0.975,0,0.975
2/1/2021,21-Feb,2021,February,AMR,Region of the Americas,Aruba,Northern,ABW,,,,,,,,,,
1/1/2021,21-Jan,2021,January,AMR,Region of the Americas,Aruba,Northern,ABW,3,2,0,0,0,0,0,0.707598226,0,0.707598226
12/1/2020,20-Dec,2020,December,AMR,Region of the Americas,Aruba,Northern,ABW,,,,,,,,,,
11/1/2020,20-Nov,2020,November,AMR,Region of the Americas,Aruba,Northern,ABW,0,0,0,0,,,0,1,0,1
10/1/2020,20-Oct,2020,October,AMR,Region of the Americas,Aruba,Northern,ABW,0,0,0,0,,,0,1,0,1
9/1/2020,20-Sep,2020,September,AMR,Region of the Americas,Aruba,Northern,ABW,0,0,0,0,,,0,1,0,1
8/1/2020,20-Aug,2020,August,AMR,Region of the Americas,Aruba,Northern,ABW,0,0,0,0,,,0,1,0,1
7/1/2020,20-Jul,2020,July,AMR,Region of the Americas,Aruba,Northern,ABW,0,0,0,0,,,0,1,0,1
6/1/2020,20-Jun,2020,June,AMR,Region of the Americas,Aruba,Northern,ABW,1,0,0,0,0,0,0,0.975,0,0.975
5/1/2020,20-May,2020,May,AMR,Region of the Americas,Aruba,Northern,ABW,,,,,,,,,,
4/1/2020,20-Apr,2020,April,AMR,Region of the Americas,Aruba,Northern,ABW,1,2,0,0,0,0,0,0.975,0,0.975
3/1/2020,20-Mar,2020,March,AMR,Region of the Americas,Aruba,Northern,ABW,6,1,0,0,0,0,0,0.459258126,0,0.459258126
2/1/2020,20-Feb,2020,February,AMR,Region of the Americas,Aruba,Northern,ABW,3,1,0,0,0,0,0,0.707598226,0,0.707598226
1/1/2020,20-Jan,2020,January,AMR,Region of the Americas,Aruba,Northern,ABW,0,0,0,0,,,0,1,0,1
12/1/2019,19-Dec,2019,December,AMR,Region of the Americas,Aruba,Northern,ABW,,,,,,,,,,
11/1/2019,19-Nov,2019,November,AMR,Region of the Americas,Aruba,Northern,ABW,,,,,,,,,,
10/1/2019,19-Oct,2019,October,AMR,Region of the Americas,Aruba,Northern,ABW,0,3,0,0,,,0,1,0,1
9/1/2019,19-Sep,2019,September,AMR,Region of the Americas,Aruba,Northern,ABW,0,0,0,0,,,0,1,0,1
8/1/2019,19-Aug,2019,August,AMR,Region of the Americas,Aruba,Northern,ABW,0,0,0,0,,,0,1,0,1
7/1/2019,19-Jul,2019,July,AMR,Region of the Americas,Aruba,Northern,ABW,0,0,0,0,,,0,1,0,1
6/1/2019,19-Jun,2019,June,AMR,Region of the Americas,Aruba,Northern,ABW,0,0,0,0,,,0,1,0,1
5/1/2019,19-May,2019,May,AMR,Region of the Americas,Aruba,Northern,ABW,47,-8,0,0,0,0,0,0.075485734,0,0.075485734
4/1/2019,19-Apr,2019,April,AMR,Region of the Americas,Aruba,Northern,ABW,,,,,,,,,,
3/1/2019,19-Mar,2019,March,AMR,Region of the Americas,Aruba,Northern,ABW,52,5,,,,,,,,
2/1/2019,19-Feb,2019,February,AMR,Region of the Americas,Aruba,Northern,ABW,,,,,,,,,,
1/1/2019,19-Jan,2019,January,AMR,Region of the Americas,Aruba,Northern,ABW,7,7,0,0,0,0,0,0.409616397,0,0.409616397
12/1/2018,18-Dec,2018,December,AMR,Region of the Americas,Aruba,Northern,ABW,0,0,0,0,,,0,1,0,1
11/1/2018,18-Nov,2018,November,AMR,Region of the Americas,Aruba,Northern,ABW,2,2,0,0,0,0,0,0.841886117,0,0.841886117
10/1/2018,18-Oct,2018,October,AMR,Region of the Americas,Aruba,Northern,ABW,1,1,0,0,0,0,0,0.975,0,0.975
9/1/2018,18-Sep,2018,September,AMR,Region of the Americas,Aruba,Northern,ABW,1,1,0,0,0,0,0,0.975,0,0.975
8/1/2018,18-Aug,2018,August,AMR,Region of the Americas,Aruba,Northern,ABW,2,2,0,0,0,0,0,0.841886117,0,0.841886117
7/1/2018,18-Jul,2018,July,AMR,Region of the Americas,Aruba,Northern,ABW,0,0,0,0,,,0,1,0,1
6/1/2018,18-Jun,2018,June,AMR,Region of the Americas,Aruba,Northern,ABW,0,0,0,0,,,0,1,0,1
5/1/2018,18-May,2018,May,AMR,Region of the Americas,Aruba,Northern,ABW,0,0,0,0,,,0,1,0,1
4/1/2018,18-Apr,2018,April,AMR,Region of the Americas,Aruba,Northern,ABW,1,1,0,0,0,0,0,0.975,0,0.975
3/1/2018,18-Mar,2018,March,AMR,Region of the Americas,Aruba,Northern,ABW,1,1,0,0,0,0,0,0.975,0,0.975
2/1/2018,18-Feb,2018,February,AMR,Region of the Americas,Aruba,Northern,ABW,0,0,0,0,,,0,1,0,1
1/1/2018,18-Jan,2018,January,AMR,Region of the Americas,Aruba,Northern,ABW,1,1,0,0,0,0,0,0.975,0,0.975
12/1/2017,17-Dec,2017,December,AMR,Region of the Americas,Aruba,Northern,ABW,1065,-378,0,,,0,,,0,0.003457745
11/1/2017,17-Nov,2017,November,AMR,Region of the Americas,Aruba,Northern,ABW,,,,,,,,,,
10/1/2017,17-Oct,2017,October,AMR,Region of the Americas,Aruba,Northern,ABW,,,,,,,,,,
9/1/2017,17-Sep,2017,September,AMR,Region of the Americas,Aruba,Northern,ABW,,,,,,,,,,
8/1/2017,17-Aug,2017,August,AMR,Region of the Americas,Aruba,Northern,ABW,-19,392,0,,,,,,,
7/1/2017,17-Jul,2017,July,AMR,Region of the Americas,Aruba,Northern,ABW,0,0,0,,,,,,0,1
6/1/2017,17-Jun,2017,June,AMR,Region of the Americas,Aruba,Northern,ABW,529,-7,0,,,0,,,0,0.00694905
5/1/2017,17-May,2017,May,AMR,Region of the Americas,Aruba,Northern,ABW,,,,,,,,,,
4/1/2017,17-Apr,2017,April,AMR,Region of the Americas,Aruba,Northern,ABW,-16,0,0,,,,,,,
3/1/2017,17-Mar,2017,March,AMR,Region of the Americas,Aruba,Northern,ABW,,,,,,,,,,
2/1/2017,17-Feb,2017,February,AMR,Region of the Americas,Aruba,Northern,ABW,175,16,0,,,0,,,0,0.020858695
1/1/2017,17-Jan,2017,January,AMR,Region of the Americas,Aruba,Northern,ABW,0,,0,,,,,,0,1
12/1/2016,16-Dec,2016,December,AMR,Region of the Americas,Aruba,Northern,ABW,373,25,0,0,0,0,0,0.009841014,0,0.009841014
10/1/2016,16-Oct,2016,October,AMR,Region of the Americas,Aruba,Northern,ABW,27,2,0,0,0,0,0,0.127702868,0,0.127702868
9/1/2016,16-Sep,2016,September,AMR,Region of the Americas,Aruba,Northern,ABW,134,12,0,0,0,0,0,0.027153483,0,0.027153483
7/1/2016,16-Jul,2016,July,AMR,Region of the Americas,Aruba,Northern,ABW,49,6,0,0,0,0,0,0.072519264,0,0.072519264
6/1/2016,16-Jun,2016,June,AMR,Region of the Americas,Aruba,Northern,ABW,53,10,0,0,0,0,0,0.067234546,0,0.067234546
5/1/2016,16-May,2016,May,AMR,Region of the Americas,Aruba,Northern,ABW,683,48,0,0,0,0,0,0.005386436,0,0.005386436
12/1/2015,15-Dec,2015,December,AMR,Region of the Americas,Aruba,Northern,ABW,335,206,0,0,0,0,0,0.010951175,0,0.010951175
12/1/2014,14-Dec,2014,December,AMR,Region of the Americas,Aruba,Northern,ABW,,,,,,,,,,
11/1/2014,14-Nov,2014,November,AMR,Region of the Americas,Aruba,Northern,ABW,94,22,0,0,0,0,0,0.038483351,0,0.038483351
10/1/2014,14-Oct,2014,October,AMR,Region of the Americas,Aruba,Northern,ABW,,,,,,,,,,
9/1/2014,14-Sep,2014,September,AMR,Region of the Americas,Aruba,Northern,ABW,0,0,0,0,,,0,1,0,1
8/1/2014,14-Aug,2014,August,AMR,Region of the Americas,Aruba,Northern,ABW,0,0,0,0,,,0,1,0,1
7/1/2014,14-Jul,2014,July,AMR,Region of the Americas,Aruba,Northern,ABW,306,12,0,0,0,0,0,0.011982789,0,0.011982789
6/1/2014,14-Jun,2014,June,AMR,Region of the Americas,Aruba,Northern,ABW,,,,,,,,,,
5/1/2014,14-May,2014,May,AMR,Region of the Americas,Aruba,Northern,ABW,,,,,,,,,,
4/1/2014,14-Apr,2014,April,AMR,Region of the Americas,Aruba,Northern,ABW,,,,,,,,,,
3/1/2014,14-Mar,2014,March,AMR,Region of the Americas,Aruba,Northern,ABW,,,,,,,,,,
2/1/2014,14-Feb,2014,February,AMR,Region of the Americas,Aruba,Northern,ABW,,,,,,,,,,
1/1/2014,14-Jan,2014,January,AMR,Region of the Americas,Aruba,Northern,ABW,,,,,,,,,,
11/1/2024,Nov-24,2024,November,EUR,European Region,Austria,Northern,AUT,0,,,,,,,,,
10/1/2024,24-Oct,2024,October,EUR,European Region,Austria,Northern,AUT,0,,,,,,,,,
9/1/2024,24-Sep,2024,September,EUR,European Region,Austria,Northern,AUT,0,,,,,,,,,
8/1/2024,24-Aug,2024,August,EUR,European Region,Austria,Northern,AUT,0,,,,,,,,,
7/1/2024,24-Jul,2024,July,EUR,European Region,Austria,Northern,AUT,0,,,,,,,,,
6/1/2024,24-Jun,2024,June,EUR,European Region,Austria,Northern,AUT,0,,,,,,,,,
5/1/2024,24-May,2024,May,EUR,European Region,Austria,Northern,AUT,0,,,,,,,,,
4/1/2024,24-Apr,2024,April,EUR,European Region,Austria,Northern,AUT,0,,,,,,,,,
3/1/2024,24-Mar,2024,March,EUR,European Region,Austria,Northern,AUT,0,,,,,,,,,
2/1/2024,24-Feb,2024,February,EUR,European Region,Austria,Northern,AUT,0,,,,,,,,,
1/1/2024,24-Jan,2024,January,EUR,European Region,Austria,Northern,AUT,0,,,,,,,,,
11/1/2024,Nov-24,2024,November,EUR,European Region,Azerbaijan,Northern,AZE,0,,,,,,,,,
10/1/2024,24-Oct,2024,October,EUR,European Region,Azerbaijan,Northern,AZE,0,,,,,,,,,
9/1/2024,24-Sep,2024,September,EUR,European Region,Azerbaijan,Northern,AZE,0,,,,,,,,,
8/1/2024,24-Aug,2024,August,EUR,European Region,Azerbaijan,Northern,AZE,0,,,,,,,,,
7/1/2024,24-Jul,2024,July,EUR,European Region,Azerbaijan,Northern,AZE,0,,,,,,,,,
6/1/2024,24-Jun,2024,June,EUR,European Region,Azerbaijan,Northern,AZE,0,,,,,,,,,
5/1/2024,24-May,2024,May,EUR,European Region,Azerbaijan,Northern,AZE,0,,,,,,,,,
4/1/2024,24-Apr,2024,April,EUR,European Region,Azerbaijan,Northern,AZE,0,,,,,,,,,
3/1/2024,24-Mar,2024,March,EUR,European Region,Azerbaijan,Northern,AZE,0,,,,,,,,,
2/1/2024,24-Feb,2024,February,EUR,European Region,Azerbaijan,Northern,AZE,0,,,,,,,,,
1/1/2024,24-Jan,2024,January,EUR,European Region,Azerbaijan,Northern,AZE,0,,,,,,,,,
11/1/2024,Nov-24,2024,November,AMR,Region of the Americas,Bahamas,Northern,BHS,,,,,,,,,,
10/1/2024,24-Oct,2024,October,AMR,Region of the Americas,Bahamas,Northern,BHS,,,,,,,,,,
9/1/2024,24-Sep,2024,September,AMR,Region of the Americas,Bahamas,Northern,BHS,,,,,,,,,,
8/1/2024,24-Aug,2024,August,AMR,Region of the Americas,Bahamas,Northern,BHS,,,,,,,,,,
7/1/2024,24-Jul,2024,July,AMR,Region of the Americas,Bahamas,Northern,BHS,,,,,,,,,,
6/1/2024,24-Jun,2024,June,AMR,Region of the Americas,Bahamas,Northern,BHS,,,,,,,,,,
5/1/2024,24-May,2024,May,AMR,Region of the Americas,Bahamas,Northern,BHS,,,,,,,,,,
4/1/2024,24-Apr,2024,April,AMR,Region of the Americas,Bahamas,Northern,BHS,,,,,,,,,,
3/1/2024,24-Mar,2024,March,AMR,Region of the Americas,Bahamas,Northern,BHS,,,,,,,,,,
2/1/2024,24-Feb,2024,February,AMR,Region of the Americas,Bahamas,Northern,BHS,1,0,0,0,0,0,0,0.975,0,0.975
1/1/2024,24-Jan,2024,January,AMR,Region of the Americas,Bahamas,Northern,BHS,0,0,0,0,,,0,1,0,1
12/1/2023,23-Dec,2023,December,AMR,Region of the Americas,Bahamas,Northern,BHS,3,3,0,0,0,0,0,0.707598226,0,0.707598226
11/1/2023,23-Nov,2023,November,AMR,Region of the Americas,Bahamas,Northern,BHS,12,12,0,0,0,0,0,0.264648469,0,0.264648469
10/1/2023,23-Oct,2023,October,AMR,Region of the Americas,Bahamas,Northern,BHS,40,40,0,0,0,0,0,0.088097303,0,0.088097303
9/1/2023,23-Sep,2023,September,AMR,Region of the Americas,Bahamas,Northern,BHS,115,115,0,1,0.008695652,0,0.000220131,0.047496947,0,0.031568196
8/1/2023,23-Aug,2023,August,AMR,Region of the Americas,Bahamas,Northern,BHS,72,72,0,0,0,0,0,0.049944084,0,0.049944084
7/1/2023,23-Jul,2023,July,AMR,Region of the Americas,Bahamas,Northern,BHS,1,1,0,0,0,0,0,0.975,0,0.975
6/1/2023,23-Jun,2023,June,AMR,Region of the Americas,Bahamas,Northern,BHS,0,0,0,0,,,0,1,0,1
5/1/2023,23-May,2023,May,AMR,Region of the Americas,Bahamas,Northern,BHS,0,0,0,0,,,0,1,0,1
4/1/2023,23-Apr,2023,April,AMR,Region of the Americas,Bahamas,Northern,BHS,0,0,0,0,,,0,1,0,1
3/1/2023,23-Mar,2023,March,AMR,Region of the Americas,Bahamas,Northern,BHS,0,0,0,0,,,0,1,0,1
2/1/2023,23-Feb,2023,February,AMR,Region of the Americas,Bahamas,Northern,BHS,0,0,0,0,,,0,1,0,1
1/1/2023,23-Jan,2023,January,AMR,Region of the Americas,Bahamas,Northern,BHS,0,0,0,0,,,0,1,0,1
12/1/2022,22-Dec,2022,December,AMR,Region of the Americas,Bahamas,Northern,BHS,,,,,,,,,,
11/1/2022,22-Nov,2022,November,AMR,Region of the Americas,Bahamas,Northern,BHS,,,,,,,,,,
10/1/2022,22-Oct,2022,October,AMR,Region of the Americas,Bahamas,Northern,BHS,,,,,,,,,,
9/1/2022,22-Sep,2022,September,AMR,Region of the Americas,Bahamas,Northern,BHS,,,,,,,,,,
8/1/2022,22-Aug,2022,August,AMR,Region of the Americas,Bahamas,Northern,BHS,,,,,,,,,,
7/1/2022,22-Jul,2022,July,AMR,Region of the Americas,Bahamas,Northern,BHS,,,,,,,,,,
6/1/2022,22-Jun,2022,June,AMR,Region of the Americas,Bahamas,Northern,BHS,,,,,,,,,,
5/1/2022,22-May,2022,May,AMR,Region of the Americas,Bahamas,Northern,BHS,,,,,,,,,,
4/1/2022,22-Apr,2022,April,AMR,Region of the Americas,Bahamas,Northern,BHS,,,,,,,,,,
3/1/2022,22-Mar,2022,March,AMR,Region of the Americas,Bahamas,Northern,BHS,,,,,,,,,,
2/1/2022,22-Feb,2022,February,AMR,Region of the Americas,Bahamas,Northern,BHS,,,,,,,,,,
1/1/2022,22-Jan,2022,January,AMR,Region of the Americas,Bahamas,Northern,BHS,,,,,,,,,,
12/1/2021,21-Dec,2021,December,AMR,Region of the Americas,Bahamas,Northern,BHS,,,,,,,,,,
11/1/2021,21-Nov,2021,November,AMR,Region of the Americas,Bahamas,Northern,BHS,,,,,,,,,,
10/1/2021,21-Oct,2021,October,AMR,Region of the Americas,Bahamas,Northern,BHS,,,,,,,,,,
9/1/2021,21-Sep,2021,September,AMR,Region of the Americas,Bahamas,Northern,BHS,,,,,,,,,,
8/1/2021,21-Aug,2021,August,AMR,Region of the Americas,Bahamas,Northern,BHS,,,,,,,,,,
7/1/2021,21-Jul,2021,July,AMR,Region of the Americas,Bahamas,Northern,BHS,,,,,,,,,,
6/1/2021,21-Jun,2021,June,AMR,Region of the Americas,Bahamas,Northern,BHS,,,,,,,,,,
5/1/2021,21-May,2021,May,AMR,Region of the Americas,Bahamas,Northern,BHS,,,,,,,,,,
4/1/2021,21-Apr,2021,April,AMR,Region of the Americas,Bahamas,Northern,BHS,,,,,,,,,,
3/1/2021,21-Mar,2021,March,AMR,Region of the Americas,Bahamas,Northern,BHS,,,,,,,,,,
